index,LOCATION,INDICATOR,SUBJECT,TIME,Value,LOCATION_encoded,INDICATOR_encoded,SUBJECT_encoded,Cluster
1661,MEX,PISASCIENCE,GIRL,2009,413.0,31,2,1,2
1662,MEX,PISASCIENCE,GIRL,2012,411.836,31,2,1,2
1663,MEX,PISASCIENCE,GIRL,2015,412.0,31,2,1,2
1664,MEX,PISASCIENCE,GIRL,2018,415.0,31,2,1,2
1665,NLD,PISASCIENCE,BOY,2006,528.0,32,2,0,1
1666,NLD,PISASCIENCE,BOY,2009,524.0,32,2,0,1
1667,NLD,PISASCIENCE,BOY,2012,523.622,32,2,0,1
1668,NLD,PISASCIENCE,BOY,2015,511.0,32,2,0,1
1669,NLD,PISASCIENCE,BOY,2018,499.0,32,2,0,1
1670,NLD,PISASCIENCE,GIRL,2006,521.0,32,2,1,1
1671,NLD,PISASCIENCE,GIRL,2009,520.0,32,2,1,1
1672,NLD,PISASCIENCE,GIRL,2012,520.415,32,2,1,1
1673,NLD,PISASCIENCE,GIRL,2015,507.0,32,2,1,1
1674,NLD,PISASCIENCE,GIRL,2018,508.0,32,2,1,1
1675,NZL,PISASCIENCE,BOY,2006,528.0,34,2,0,1
1676,NZL,PISASCIENCE,BOY,2009,529.0,34,2,0,1
1677,NZL,PISASCIENCE,BOY,2012,517.875,34,2,0,1
1678,NZL,PISASCIENCE,BOY,2015,516.0,34,2,0,1
1679,NZL,PISASCIENCE,BOY,2018,509.0,34,2,0,1
1680,NZL,PISASCIENCE,GIRL,2006,532.0,34,2,1,1
1681,NZL,PISASCIENCE,GIRL,2009,535.0,34,2,1,1
1682,NZL,PISASCIENCE,GIRL,2012,513.297,34,2,1,1
1683,NZL,PISASCIENCE,GIRL,2015,511.0,34,2,1,1
1684,NZL,PISASCIENCE,GIRL,2018,508.0,34,2,1,1
1685,NOR,PISASCIENCE,BOY,2006,484.0,33,2,0,1
1686,NOR,PISASCIENCE,BOY,2009,498.0,33,2,0,1
1687,NOR,PISASCIENCE,BOY,2012,492.792,33,2,0,1
1688,NOR,PISASCIENCE,BOY,2015,500.0,33,2,0,1
1689,NOR,PISASCIENCE,BOY,2018,485.0,33,2,0,1
1690,NOR,PISASCIENCE,GIRL,2006,489.0,33,2,1,1
1691,NOR,PISASCIENCE,GIRL,2009,502.0,33,2,1,1
1692,NOR,PISASCIENCE,GIRL,2012,496.346,33,2,1,1
1693,NOR,PISASCIENCE,GIRL,2015,497.0,33,2,1,1
1694,NOR,PISASCIENCE,GIRL,2018,496.0,33,2,1,1
1695,POL,PISASCIENCE,BOY,2006,500.0,37,2,0,1
1696,POL,PISASCIENCE,BOY,2009,505.0,37,2,0,1
1697,POL,PISASCIENCE,BOY,2012,524.421,37,2,0,1
1698,POL,PISASCIENCE,BOY,2015,504.0,37,2,0,1
1699,POL,PISASCIENCE,BOY,2018,511.0,37,2,0,1
1700,POL,PISASCIENCE,GIRL,2006,496.0,37,2,1,1
1701,POL,PISASCIENCE,GIRL,2009,511.0,37,2,1,1
1702,POL,PISASCIENCE,GIRL,2012,527.149,37,2,1,1
1703,POL,PISASCIENCE,GIRL,2015,498.0,37,2,1,1
1704,POL,PISASCIENCE,GIRL,2018,511.0,37,2,1,1
1705,PRT,PISASCIENCE,BOY,2006,477.0,38,2,0,1
1706,PRT,PISASCIENCE,BOY,2009,491.0,38,2,0,1
1707,PRT,PISASCIENCE,BOY,2012,488.346,38,2,0,1
1708,PRT,PISASCIENCE,BOY,2015,506.0,38,2,0,1
1709,PRT,PISASCIENCE,BOY,2018,494.0,38,2,0,1
1710,PRT,PISASCIENCE,GIRL,2006,472.0,38,2,1,1
1711,PRT,PISASCIENCE,GIRL,2009,495.0,38,2,1,1
1712,PRT,PISASCIENCE,GIRL,2012,490.224,38,2,1,1
1713,PRT,PISASCIENCE,GIRL,2015,496.0,38,2,1,1
1714,PRT,PISASCIENCE,GIRL,2018,489.0,38,2,1,1
1715,SVK,PISASCIENCE,BOY,2006,491.0,41,2,0,1
1716,SVK,PISASCIENCE,BOY,2009,490.0,41,2,0,1
1717,SVK,PISASCIENCE,BOY,2012,474.658,41,2,0,1
1718,SVK,PISASCIENCE,BOY,2015,460.0,41,2,0,2
1719,SVK,PISASCIENCE,BOY,2018,461.0,41,2,0,2
1720,SVK,PISASCIENCE,GIRL,2006,485.0,41,2,1,1
1721,SVK,PISASCIENCE,GIRL,2009,491.0,41,2,1,1
1722,SVK,PISASCIENCE,GIRL,2012,467.385,41,2,1,1
1723,SVK,PISASCIENCE,GIRL,2015,461.0,41,2,1,2
1724,SVK,PISASCIENCE,GIRL,2018,467.0,41,2,1,1
1725,ESP,PISASCIENCE,BOY,2006,491.0,12,2,0,1
1726,ESP,PISASCIENCE,BOY,2009,492.0,12,2,0,1
1727,ESP,PISASCIENCE,BOY,2012,500.119,12,2,0,1
1728,ESP,PISASCIENCE,BOY,2015,496.0,12,2,0,1
1729,ESP,PISASCIENCE,BOY,2018,484.0,12,2,0,1
1730,ESP,PISASCIENCE,GIRL,2006,486.0,12,2,1,1
1731,ESP,PISASCIENCE,GIRL,2009,485.0,12,2,1,1
1732,ESP,PISASCIENCE,GIRL,2012,492.658,12,2,1,1
1733,ESP,PISASCIENCE,GIRL,2015,489.0,12,2,1,1
1734,ESP,PISASCIENCE,GIRL,2018,482.0,12,2,1,1
1735,SWE,PISASCIENCE,BOY,2006,504.0,43,2,0,1
1736,SWE,PISASCIENCE,BOY,2009,493.0,43,2,0,1
1737,SWE,PISASCIENCE,BOY,2012,481.151,43,2,0,1
1738,SWE,PISASCIENCE,BOY,2015,491.0,43,2,0,1
1739,SWE,PISASCIENCE,BOY,2018,496.0,43,2,0,1
1740,SWE,PISASCIENCE,GIRL,2006,503.0,43,2,1,1
1741,SWE,PISASCIENCE,GIRL,2009,497.0,43,2,1,1
1742,SWE,PISASCIENCE,GIRL,2012,488.513,43,2,1,1
1743,SWE,PISASCIENCE,GIRL,2015,496.0,43,2,1,1
1744,SWE,PISASCIENCE,GIRL,2018,503.0,43,2,1,1
1745,CHE,PISASCIENCE,BOY,2006,514.0,5,2,0,1
1746,CHE,PISASCIENCE,BOY,2009,520.0,5,2,0,1
1747,CHE,PISASCIENCE,BOY,2012,518.255,5,2,0,1
1748,CHE,PISASCIENCE,BOY,2015,508.0,5,2,0,1
1749,CHE,PISASCIENCE,BOY,2018,495.0,5,2,0,1
1750,CHE,PISASCIENCE,GIRL,2006,509.0,5,2,1,1
1751,CHE,PISASCIENCE,GIRL,2009,512.0,5,2,1,1
1752,CHE,PISASCIENCE,GIRL,2012,512.331,5,2,1,1
1753,CHE,PISASCIENCE,GIRL,2015,502.0,5,2,1,1
1754,CHE,PISASCIENCE,GIRL,2018,495.0,5,2,1,1
1755,TUR,PISASCIENCE,BOY,2006,418.0,44,2,0,2
1756,TUR,PISASCIENCE,BOY,2009,448.0,44,2,0,2
1757,TUR,PISASCIENCE,BOY,2012,458.316,44,2,0,2
1758,TUR,PISASCIENCE,BOY,2015,422.0,44,2,0,2
1759,TUR,PISASCIENCE,BOY,2018,465.0,44,2,0,1
1760,TUR,PISASCIENCE,GIRL,2006,430.0,44,2,1,2
1761,TUR,PISASCIENCE,GIRL,2009,460.0,44,2,1,2
1762,TUR,PISASCIENCE,GIRL,2012,468.622,44,2,1,1
1763,TUR,PISASCIENCE,GIRL,2015,429.0,44,2,1,2
1764,TUR,PISASCIENCE,GIRL,2018,472.0,44,2,1,1
1765,GBR,PISASCIENCE,BOY,2006,520.0,16,2,0,1
1766,GBR,PISASCIENCE,BOY,2009,519.0,16,2,0,1
1767,GBR,PISASCIENCE,BOY,2012,520.622,16,2,0,1
1768,GBR,PISASCIENCE,BOY,2015,510.0,16,2,0,1
1769,GBR,PISASCIENCE,BOY,2018,506.0,16,2,0,1
1770,GBR,PISASCIENCE,GIRL,2006,510.0,16,2,1,1
1771,GBR,PISASCIENCE,GIRL,2009,509.0,16,2,1,1
1772,GBR,PISASCIENCE,GIRL,2012,507.883,16,2,1,1
1773,GBR,PISASCIENCE,GIRL,2015,509.0,16,2,1,1
1774,GBR,PISASCIENCE,GIRL,2018,503.0,16,2,1,1
1775,USA,PISASCIENCE,BOY,2006,489.0,46,2,0,1
1776,USA,PISASCIENCE,BOY,2009,509.0,46,2,0,1
1777,USA,PISASCIENCE,BOY,2012,496.529,46,2,0,1
1778,USA,PISASCIENCE,BOY,2015,500.0,46,2,0,1
1779,USA,PISASCIENCE,BOY,2018,503.0,46,2,0,1
1780,USA,PISASCIENCE,GIRL,2006,489.0,46,2,1,1
1781,USA,PISASCIENCE,GIRL,2009,495.0,46,2,1,1
1782,USA,PISASCIENCE,GIRL,2012,498.325,46,2,1,1
1783,USA,PISASCIENCE,GIRL,2015,493.0,46,2,1,1
1784,USA,PISASCIENCE,GIRL,2018,502.0,46,2,1,1
1785,BRA,PISASCIENCE,BOY,2006,395.0,3,2,0,2
1786,BRA,PISASCIENCE,BOY,2009,407.0,3,2,0,2
1787,BRA,PISASCIENCE,BOY,2012,405.541,3,2,0,2
1788,BRA,PISASCIENCE,BOY,2015,403.0,3,2,0,2
1789,BRA,PISASCIENCE,BOY,2018,403.0,3,2,0,2
1790,BRA,PISASCIENCE,GIRL,2006,386.0,3,2,1,2
1791,BRA,PISASCIENCE,GIRL,2009,404.0,3,2,1,2
1792,BRA,PISASCIENCE,GIRL,2012,403.949,3,2,1,2
1793,BRA,PISASCIENCE,GIRL,2015,399.0,3,2,1,2
1794,BRA,PISASCIENCE,GIRL,2018,404.0,3,2,1,2
1795,CHL,PISASCIENCE,BOY,2006,448.0,6,2,0,2
1796,CHL,PISASCIENCE,BOY,2009,452.0,6,2,0,2
1797,CHL,PISASCIENCE,BOY,2012,448.441,6,2,0,2
1798,CHL,PISASCIENCE,BOY,2015,454.0,6,2,0,2
1799,CHL,PISASCIENCE,BOY,2018,445.0,6,2,0,2
1800,CHL,PISASCIENCE,GIRL,2006,426.0,6,2,1,2
1801,CHL,PISASCIENCE,GIRL,2009,443.0,6,2,1,2
1802,CHL,PISASCIENCE,GIRL,2012,441.645,6,2,1,2
1803,CHL,PISASCIENCE,GIRL,2015,440.0,6,2,1,2
1804,CHL,PISASCIENCE,GIRL,2018,442.0,6,2,1,2
1805,EST,PISASCIENCE,BOY,2006,530.0,13,2,0,1
1806,EST,PISASCIENCE,BOY,2009,527.0,13,2,0,1
1807,EST,PISASCIENCE,BOY,2012,540.177,13,2,0,1
1808,EST,PISASCIENCE,BOY,2015,536.0,13,2,0,1
1809,EST,PISASCIENCE,BOY,2018,528.0,13,2,0,1
1810,EST,PISASCIENCE,GIRL,2006,533.0,13,2,1,1
1811,EST,PISASCIENCE,GIRL,2009,528.0,13,2,1,1
1812,EST,PISASCIENCE,GIRL,2012,542.608,13,2,1,1
1813,EST,PISASCIENCE,GIRL,2015,533.0,13,2,1,1
1814,EST,PISASCIENCE,GIRL,2018,533.0,13,2,1,1
1815,IDN,PISASCIENCE,BOY,2006,399.0,20,2,0,2
1816,IDN,PISASCIENCE,BOY,2009,378.0,20,2,0,2
1817,IDN,PISASCIENCE,BOY,2012,380.409,20,2,0,2
1818,IDN,PISASCIENCE,BOY,2015,401.0,20,2,0,2
1819,IDN,PISASCIENCE,BOY,2018,393.0,20,2,0,2
1820,IDN,PISASCIENCE,GIRL,2006,387.0,20,2,1,2
1821,IDN,PISASCIENCE,GIRL,2009,387.0,20,2,1,2
1822,IDN,PISASCIENCE,GIRL,2012,383.459,20,2,1,2
1823,IDN,PISASCIENCE,GIRL,2015,405.0,20,2,1,2
1824,IDN,PISASCIENCE,GIRL,2018,399.0,20,2,1,2
1825,ISR,PISASCIENCE,BOY,2006,456.0,23,2,0,2
1826,ISR,PISASCIENCE,BOY,2009,453.0,23,2,0,2
1827,ISR,PISASCIENCE,BOY,2012,469.715,23,2,0,1
1828,ISR,PISASCIENCE,BOY,2015,469.0,23,2,0,1
1829,ISR,PISASCIENCE,BOY,2018,452.0,23,2,0,2
1830,ISR,PISASCIENCE,GIRL,2006,452.0,23,2,1,2
1831,ISR,PISASCIENCE,GIRL,2009,456.0,23,2,1,2
1832,ISR,PISASCIENCE,GIRL,2012,470.419,23,2,1,1
1833,ISR,PISASCIENCE,GIRL,2015,464.0,23,2,1,1
1834,ISR,PISASCIENCE,GIRL,2018,471.0,23,2,1,1
1835,RUS,PISASCIENCE,BOY,2009,477.0,39,2,0,1
1836,RUS,PISASCIENCE,BOY,2012,483.532,39,2,0,1
1837,RUS,PISASCIENCE,BOY,2015,489.0,39,2,0,1
1838,RUS,PISASCIENCE,BOY,2018,477.0,39,2,0,1
1839,RUS,PISASCIENCE,GIRL,2009,480.0,39,2,1,1
1840,RUS,PISASCIENCE,GIRL,2012,489.058,39,2,1,1
1841,RUS,PISASCIENCE,GIRL,2015,485.0,39,2,1,1
1842,RUS,PISASCIENCE,GIRL,2018,478.0,39,2,1,1
1843,SVN,PISASCIENCE,BOY,2006,515.0,42,2,0,1
1844,SVN,PISASCIENCE,BOY,2009,505.0,42,2,0,1
1845,SVN,PISASCIENCE,BOY,2012,509.882,42,2,0,1
1846,SVN,PISASCIENCE,BOY,2015,510.0,42,2,0,1
1847,SVN,PISASCIENCE,BOY,2018,502.0,42,2,0,1
1848,SVN,PISASCIENCE,GIRL,2006,523.0,42,2,1,1
1849,SVN,PISASCIENCE,GIRL,2009,519.0,42,2,1,1
1850,SVN,PISASCIENCE,GIRL,2012,518.717,42,2,1,1
1851,SVN,PISASCIENCE,GIRL,2015,516.0,42,2,1,1
1852,SVN,PISASCIENCE,GIRL,2018,512.0,42,2,1,1
1853,OAVG,PISASCIENCE,BOY,2006,499.441,35,2,0,1
1854,OAVG,PISASCIENCE,BOY,2009,500.853,35,2,0,1
1855,OAVG,PISASCIENCE,BOY,2012,501.863,35,2,0,1
1856,OAVG,PISASCIENCE,BOY,2015,495.0,35,2,0,1
1857,OAVG,PISASCIENCE,BOY,2018,488.0,35,2,0,1
1858,OAVG,PISASCIENCE,GIRL,2006,497.118,35,2,1,1
1859,OAVG,PISASCIENCE,GIRL,2009,500.824,35,2,1,1
1860,OAVG,PISASCIENCE,GIRL,2012,500.406,35,2,1,1
1861,OAVG,PISASCIENCE,GIRL,2015,491.0,35,2,1,1
1862,OAVG,PISASCIENCE,GIRL,2018,490.0,35,2,1,1
1863,LVA,PISASCIENCE,BOY,2015,485.0,29,2,0,1
1864,LVA,PISASCIENCE,BOY,2018,483.0,29,2,0,1
1865,LVA,PISASCIENCE,GIRL,2015,496.0,29,2,1,1
1866,LVA,PISASCIENCE,GIRL,2018,491.0,29,2,1,1
1867,AUS,PISASCIENCE,TOT,2006,527.0,0,2,2,1
1868,AUS,PISASCIENCE,TOT,2009,527.0,0,2,2,1
1869,AUS,PISASCIENCE,TOT,2012,521.0,0,2,2,1
1870,AUS,PISASCIENCE,TOT,2015,510.0,0,2,2,1
1871,AUS,PISASCIENCE,TOT,2018,503.0,0,2,2,1
1872,AUT,PISASCIENCE,TOT,2006,511.0,1,2,2,1
1873,AUT,PISASCIENCE,TOT,2012,506.0,1,2,2,1
1874,AUT,PISASCIENCE,TOT,2015,495.0,1,2,2,1
1875,AUT,PISASCIENCE,TOT,2018,490.0,1,2,2,1
1876,BEL,PISASCIENCE,TOT,2006,510.0,2,2,2,1
1877,BEL,PISASCIENCE,TOT,2009,507.0,2,2,2,1
1878,BEL,PISASCIENCE,TOT,2012,505.0,2,2,2,1
1879,BEL,PISASCIENCE,TOT,2015,502.0,2,2,2,1
1880,BEL,PISASCIENCE,TOT,2018,499.0,2,2,2,1
1881,CAN,PISASCIENCE,TOT,2006,534.0,4,2,2,1
1882,CAN,PISASCIENCE,TOT,2009,529.0,4,2,2,1
1883,CAN,PISASCIENCE,TOT,2012,525.0,4,2,2,1
1884,CAN,PISASCIENCE,TOT,2015,528.0,4,2,2,1
1885,CAN,PISASCIENCE,TOT,2018,518.0,4,2,2,1
1886,CZE,PISASCIENCE,TOT,2006,513.0,9,2,2,1
1887,CZE,PISASCIENCE,TOT,2009,500.0,9,2,2,1
1888,CZE,PISASCIENCE,TOT,2012,508.0,9,2,2,1
1889,CZE,PISASCIENCE,TOT,2015,493.0,9,2,2,1
1890,CZE,PISASCIENCE,TOT,2018,497.0,9,2,2,1
1891,DNK,PISASCIENCE,TOT,2006,496.0,11,2,2,1
1892,DNK,PISASCIENCE,TOT,2009,499.0,11,2,2,1
1893,DNK,PISASCIENCE,TOT,2012,498.0,11,2,2,1
1894,DNK,PISASCIENCE,TOT,2015,502.0,11,2,2,1
1895,DNK,PISASCIENCE,TOT,2018,493.0,11,2,2,1
1896,FIN,PISASCIENCE,TOT,2006,563.0,14,2,2,1
1897,FIN,PISASCIENCE,TOT,2009,554.0,14,2,2,1
1898,FIN,PISASCIENCE,TOT,2012,545.0,14,2,2,1
1899,FIN,PISASCIENCE,TOT,2015,531.0,14,2,2,1
1900,FIN,PISASCIENCE,TOT,2018,522.0,14,2,2,1
1901,FRA,PISASCIENCE,TOT,2006,495.0,15,2,2,1
1902,FRA,PISASCIENCE,TOT,2009,498.0,15,2,2,1
1903,FRA,PISASCIENCE,TOT,2012,499.0,15,2,2,1
1904,FRA,PISASCIENCE,TOT,2015,495.0,15,2,2,1
1905,FRA,PISASCIENCE,TOT,2018,493.0,15,2,2,1
1906,DEU,PISASCIENCE,TOT,2006,516.0,10,2,2,1
1907,DEU,PISASCIENCE,TOT,2009,520.0,10,2,2,1
1908,DEU,PISASCIENCE,TOT,2012,524.0,10,2,2,1
1909,DEU,PISASCIENCE,TOT,2015,509.0,10,2,2,1
1910,DEU,PISASCIENCE,TOT,2018,503.0,10,2,2,1
1911,GRC,PISASCIENCE,TOT,2006,473.0,17,2,2,1
1912,GRC,PISASCIENCE,TOT,2009,470.0,17,2,2,1
1913,GRC,PISASCIENCE,TOT,2012,467.0,17,2,2,1
1914,GRC,PISASCIENCE,TOT,2015,455.0,17,2,2,2
1915,GRC,PISASCIENCE,TOT,2018,452.0,17,2,2,2
1916,HUN,PISASCIENCE,TOT,2006,504.0,19,2,2,1
1917,HUN,PISASCIENCE,TOT,2009,503.0,19,2,2,1
1918,HUN,PISASCIENCE,TOT,2012,494.0,19,2,2,1
1919,HUN,PISASCIENCE,TOT,2015,477.0,19,2,2,1
1920,HUN,PISASCIENCE,TOT,2018,481.0,19,2,2,1
1921,ISL,PISASCIENCE,TOT,2006,491.0,22,2,2,1
1922,ISL,PISASCIENCE,TOT,2009,496.0,22,2,2,1
1923,ISL,PISASCIENCE,TOT,2012,478.0,22,2,2,1
1924,ISL,PISASCIENCE,TOT,2015,473.0,22,2,2,1
1925,ISL,PISASCIENCE,TOT,2018,475.0,22,2,2,1
1926,IRL,PISASCIENCE,TOT,2006,508.0,21,2,2,1
1927,IRL,PISASCIENCE,TOT,2009,508.0,21,2,2,1
1928,IRL,PISASCIENCE,TOT,2012,522.0,21,2,2,1
1929,IRL,PISASCIENCE,TOT,2015,503.0,21,2,2,1
1930,IRL,PISASCIENCE,TOT,2018,496.0,21,2,2,1
1931,ITA,PISASCIENCE,TOT,2006,475.0,24,2,2,1
1932,ITA,PISASCIENCE,TOT,2009,489.0,24,2,2,1
1933,ITA,PISASCIENCE,TOT,2012,494.0,24,2,2,1
1934,ITA,PISASCIENCE,TOT,2015,481.0,24,2,2,1
1935,ITA,PISASCIENCE,TOT,2018,468.0,24,2,2,1
1936,JPN,PISASCIENCE,TOT,2006,531.0,25,2,2,1
1937,JPN,PISASCIENCE,TOT,2009,539.0,25,2,2,1
1938,JPN,PISASCIENCE,TOT,2012,547.0,25,2,2,1
1939,JPN,PISASCIENCE,TOT,2015,538.0,25,2,2,1
1940,JPN,PISASCIENCE,TOT,2018,529.0,25,2,2,1
1941,KOR,PISASCIENCE,TOT,2006,522.0,26,2,2,1
1942,KOR,PISASCIENCE,TOT,2009,538.0,26,2,2,1
1943,KOR,PISASCIENCE,TOT,2012,538.0,26,2,2,1
1944,KOR,PISASCIENCE,TOT,2015,516.0,26,2,2,1
1945,KOR,PISASCIENCE,TOT,2018,519.0,26,2,2,1
1946,LUX,PISASCIENCE,TOT,2006,486.0,28,2,2,1
1947,LUX,PISASCIENCE,TOT,2009,484.0,28,2,2,1
1948,LUX,PISASCIENCE,TOT,2012,491.0,28,2,2,1
1949,LUX,PISASCIENCE,TOT,2015,483.0,28,2,2,1
1950,LUX,PISASCIENCE,TOT,2018,477.0,28,2,2,1
1951,MEX,PISASCIENCE,TOT,2006,410.0,31,2,2,2
1952,MEX,PISASCIENCE,TOT,2009,416.0,31,2,2,2
1953,MEX,PISASCIENCE,TOT,2012,415.0,31,2,2,2
1954,MEX,PISASCIENCE,TOT,2015,416.0,31,2,2,2
1955,MEX,PISASCIENCE,TOT,2018,419.0,31,2,2,2
1956,NLD,PISASCIENCE,TOT,2006,525.0,32,2,2,1
1957,NLD,PISASCIENCE,TOT,2009,522.0,32,2,2,1
1958,NLD,PISASCIENCE,TOT,2012,522.0,32,2,2,1
1959,NLD,PISASCIENCE,TOT,2015,509.0,32,2,2,1
1960,NLD,PISASCIENCE,TOT,2018,503.0,32,2,2,1
1961,NZL,PISASCIENCE,TOT,2006,530.0,34,2,2,1
1962,NZL,PISASCIENCE,TOT,2009,532.0,34,2,2,1
1963,NZL,PISASCIENCE,TOT,2012,516.0,34,2,2,1
1964,NZL,PISASCIENCE,TOT,2015,513.0,34,2,2,1
1965,NZL,PISASCIENCE,TOT,2018,508.0,34,2,2,1
1966,NOR,PISASCIENCE,TOT,2006,487.0,33,2,2,1
1967,NOR,PISASCIENCE,TOT,2009,500.0,33,2,2,1
1968,NOR,PISASCIENCE,TOT,2012,495.0,33,2,2,1
1969,NOR,PISASCIENCE,TOT,2015,498.0,33,2,2,1
1970,NOR,PISASCIENCE,TOT,2018,490.0,33,2,2,1
1971,POL,PISASCIENCE,TOT,2006,498.0,37,2,2,1
1972,POL,PISASCIENCE,TOT,2009,508.0,37,2,2,1
1973,POL,PISASCIENCE,TOT,2012,526.0,37,2,2,1
1974,POL,PISASCIENCE,TOT,2015,501.0,37,2,2,1
1975,POL,PISASCIENCE,TOT,2018,511.0,37,2,2,1
1976,PRT,PISASCIENCE,TOT,2006,474.0,38,2,2,1
1977,PRT,PISASCIENCE,TOT,2009,493.0,38,2,2,1
1978,PRT,PISASCIENCE,TOT,2012,489.0,38,2,2,1
1979,PRT,PISASCIENCE,TOT,2015,501.0,38,2,2,1
1980,PRT,PISASCIENCE,TOT,2018,492.0,38,2,2,1
1981,SVK,PISASCIENCE,TOT,2006,488.0,41,2,2,1
1982,SVK,PISASCIENCE,TOT,2009,490.0,41,2,2,1
1983,SVK,PISASCIENCE,TOT,2012,471.0,41,2,2,1
1984,SVK,PISASCIENCE,TOT,2015,461.0,41,2,2,2
1985,SVK,PISASCIENCE,TOT,2018,464.0,41,2,2,1
1986,ESP,PISASCIENCE,TOT,2006,488.0,12,2,2,1
1987,ESP,PISASCIENCE,TOT,2009,488.0,12,2,2,1
1988,ESP,PISASCIENCE,TOT,2012,496.0,12,2,2,1
1989,ESP,PISASCIENCE,TOT,2015,493.0,12,2,2,1
1990,ESP,PISASCIENCE,TOT,2018,483.0,12,2,2,1
1991,SWE,PISASCIENCE,TOT,2006,503.0,43,2,2,1
1992,SWE,PISASCIENCE,TOT,2009,495.0,43,2,2,1
1993,SWE,PISASCIENCE,TOT,2012,485.0,43,2,2,1
1994,SWE,PISASCIENCE,TOT,2015,493.0,43,2,2,1
1995,SWE,PISASCIENCE,TOT,2018,499.0,43,2,2,1
1996,CHE,PISASCIENCE,TOT,2006,512.0,5,2,2,1
1997,CHE,PISASCIENCE,TOT,2009,517.0,5,2,2,1
1998,CHE,PISASCIENCE,TOT,2012,515.0,5,2,2,1
1999,CHE,PISASCIENCE,TOT,2015,506.0,5,2,2,1
2000,CHE,PISASCIENCE,TOT,2018,495.0,5,2,2,1
2001,TUR,PISASCIENCE,TOT,2006,424.0,44,2,2,2
2002,TUR,PISASCIENCE,TOT,2009,454.0,44,2,2,2
2003,TUR,PISASCIENCE,TOT,2012,463.0,44,2,2,1
2004,TUR,PISASCIENCE,TOT,2015,425.0,44,2,2,2
2005,TUR,PISASCIENCE,TOT,2018,468.0,44,2,2,1
2006,GBR,PISASCIENCE,TOT,2006,515.0,16,2,2,1
2007,GBR,PISASCIENCE,TOT,2009,514.0,16,2,2,1
2008,GBR,PISASCIENCE,TOT,2012,514.0,16,2,2,1
2009,GBR,PISASCIENCE,TOT,2015,509.0,16,2,2,1
2010,GBR,PISASCIENCE,TOT,2018,505.0,16,2,2,1
2011,USA,PISASCIENCE,TOT,2006,489.0,46,2,2,1
2012,USA,PISASCIENCE,TOT,2009,502.0,46,2,2,1
2013,USA,PISASCIENCE,TOT,2012,497.0,46,2,2,1
2014,USA,PISASCIENCE,TOT,2015,496.0,46,2,2,1
2015,USA,PISASCIENCE,TOT,2018,502.0,46,2,2,1
2016,BRA,PISASCIENCE,TOT,2006,390.0,3,2,2,2
2017,BRA,PISASCIENCE,TOT,2009,405.0,3,2,2,2
2018,BRA,PISASCIENCE,TOT,2012,402.0,3,2,2,2
2019,BRA,PISASCIENCE,TOT,2015,401.0,3,2,2,2
2020,BRA,PISASCIENCE,TOT,2018,404.0,3,2,2,2
2021,CHL,PISASCIENCE,TOT,2006,438.0,6,2,2,2
2022,CHL,PISASCIENCE,TOT,2009,447.0,6,2,2,2
2023,CHL,PISASCIENCE,TOT,2012,445.0,6,2,2,2
2024,CHL,PISASCIENCE,TOT,2015,447.0,6,2,2,2
2025,CHL,PISASCIENCE,TOT,2018,444.0,6,2,2,2
2026,EST,PISASCIENCE,TOT,2006,531.0,13,2,2,1
2027,EST,PISASCIENCE,TOT,2009,528.0,13,2,2,1
2028,EST,PISASCIENCE,TOT,2012,541.0,13,2,2,1
2029,EST,PISASCIENCE,TOT,2015,534.0,13,2,2,1
2030,EST,PISASCIENCE,TOT,2018,530.0,13,2,2,1
2031,IDN,PISASCIENCE,TOT,2006,393.0,20,2,2,2
2032,IDN,PISASCIENCE,TOT,2009,383.0,20,2,2,2
2033,IDN,PISASCIENCE,TOT,2012,382.0,20,2,2,2
2034,IDN,PISASCIENCE,TOT,2015,403.0,20,2,2,2
2035,IDN,PISASCIENCE,TOT,2018,396.0,20,2,2,2
2036,ISR,PISASCIENCE,TOT,2006,454.0,23,2,2,2
2037,ISR,PISASCIENCE,TOT,2009,455.0,23,2,2,2
2038,ISR,PISASCIENCE,TOT,2012,470.0,23,2,2,1
2039,ISR,PISASCIENCE,TOT,2015,467.0,23,2,2,1
2040,ISR,PISASCIENCE,TOT,2018,462.0,23,2,2,1
2041,LVA,PISASCIENCE,TOT,2006,490.0,29,2,2,1
2042,LVA,PISASCIENCE,TOT,2009,494.0,29,2,2,1
2043,LVA,PISASCIENCE,TOT,2012,502.0,29,2,2,1
2044,LVA,PISASCIENCE,TOT,2015,490.0,29,2,2,1
2045,LVA,PISASCIENCE,TOT,2018,487.0,29,2,2,1
2046,RUS,PISASCIENCE,TOT,2006,478.0,39,2,2,1
2047,RUS,PISASCIENCE,TOT,2009,486.0,39,2,2,1
2048,RUS,PISASCIENCE,TOT,2012,487.0,39,2,2,1
2049,RUS,PISASCIENCE,TOT,2018,478.0,39,2,2,1
2050,SGP,PISASCIENCE,BOY,2015,559.0,40,2,0,1
2051,SGP,PISASCIENCE,GIRL,2015,552.0,40,2,1,1
2052,SVN,PISASCIENCE,TOT,2006,519.0,42,2,2,1
2053,SVN,PISASCIENCE,TOT,2009,512.0,42,2,2,1
2054,SVN,PISASCIENCE,TOT,2012,514.0,42,2,2,1
2055,SVN,PISASCIENCE,TOT,2015,513.0,42,2,2,1
2056,SVN,PISASCIENCE,TOT,2018,507.0,42,2,2,1
