index,LOCATION,INDICATOR,SUBJECT,TIME,Value,LOCATION_encoded,INDICATOR_encoded,SUBJECT_encoded,Cluster
2057,OAVG,PISASCIENCE,TOT,2006,498.0,35,2,2,1
2058,OAVG,PISASCIENCE,TOT,2009,501.0,35,2,2,1
2059,OAVG,PISASCIENCE,TOT,2012,501.0,35,2,2,1
2060,OAVG,PISASCIENCE,TOT,2015,493.0,35,2,2,1
2061,OAVG,PISASCIENCE,TOT,2018,489.0,35,2,2,1
2062,COL,PISASCIENCE,TOT,2015,416.0,7,2,2,2
2063,COL,PISASCIENCE,TOT,2018,413.0,7,2,2,2
2064,COL,PISASCIENCE,BOY,2015,421.0,7,2,0,2
2065,COL,PISASCIENCE,BOY,2018,420.0,7,2,0,2
2066,COL,PISASCIENCE,GIRL,2015,411.0,7,2,1,2
2067,COL,PISASCIENCE,GIRL,2018,407.0,7,2,1,2
2068,HKG,PISASCIENCE,TOT,2015,523.0,18,2,2,1
2069,HKG,PISASCIENCE,BOY,2015,523.0,18,2,0,1
2070,HKG,PISASCIENCE,GIRL,2015,524.0,18,2,1,1
2071,PER,PISASCIENCE,TOT,2015,397.0,36,2,2,2
2072,PER,PISASCIENCE,BOY,2015,402.0,36,2,0,2
2073,PER,PISASCIENCE,GIRL,2015,392.0,36,2,1,2
2074,SGP,PISASCIENCE,TOT,2015,556.0,40,2,2,1
2075,TWN,PISASCIENCE,TOT,2015,532.0,45,2,2,1
2076,TWN,PISASCIENCE,BOY,2015,535.0,45,2,0,1
2077,TWN,PISASCIENCE,GIRL,2015,530.0,45,2,1,1
2078,MAC,PISASCIENCE,TOT,2015,529.0,30,2,2,1
2079,MAC,PISASCIENCE,BOY,2015,525.0,30,2,0,1
2080,MAC,PISASCIENCE,GIRL,2015,532.0,30,2,1,1
2081,CRI,PISASCIENCE,TOT,2018,416.0,8,2,2,2
2082,CRI,PISASCIENCE,BOY,2018,420.0,8,2,0,2
2083,CRI,PISASCIENCE,GIRL,2018,411.0,8,2,1,2
2084,LTU,PISASCIENCE,TOT,2018,482.0,27,2,2,1
2085,LTU,PISASCIENCE,BOY,2018,479.0,27,2,0,1
2086,LTU,PISASCIENCE,GIRL,2018,485.0,27,2,1,1
